21630007A301A;47.8631675635;17.2548128621
0112F603007A301A;47.8631675635;17.2548128621
2163000820C2B;47.6302442773;19.4159660155
0112F60300820C2B;47.6302442773;19.4159660155
216300029B638;47.2731480706;19.3244043293
0212F6030029B638;47.2731480706;19.3244043293
216300002C866;47.5056287807;18.7549421107
0212F6030002C866;47.5056287807;18.7549421107
1012F61000180D06;47.3282324245;18.9183896609
C6C02;47.6213248495;19.3563963428
1012F603000C6C02;47.6213248495;19.3563963428
66205;47.2731480706;19.3244043293
1012F60300066205;47.2731480706;19.3244043293
21630007A1BD0;47.6749461217;17.6931970519
0112F603007A1BD0;47.6749461217;17.6931970519
A2802;46.6266260061;19.8549612431
1012F603000A2802;46.6266260061;19.8549612431
21630007AB4DF;47.9126656221;17.1678863103
0212F603007AB4DF;47.9126656221;17.1678863103
21630113BEA13;46.3423082286;20.0322747546
0212F603113BEA13;46.3423082286;20.0322747546
216300041B42E;48.0544649925;22.1979966143
0212F6030041B42E;48.0544649925;22.1979966143
216300018B8BA;47.3466186573;18.8069470297
0212F6030018B8BA;47.3466186573;18.8069470297
216300018989B;47.2792241035;18.8379455791
0212F6030018989B;47.2792241035;18.8379455791
8E401;47.7537916408;20.4048206252
1012F6030008E401;47.7537916408;20.4048206252
21630007BB460;47.6429100608;18.3145037712
0212F603007BB460;47.6429100608;18.3145037712
40A01;46.4639331575;16.9822227148
1012F60300040A01;46.4639331575;16.9822227148
21630007B8CA8;47.5948872905;18.3845036246
0212F603007B8CA8;47.5948872905;18.3845036246
2163012CB7BAE;47.5553555972;19.3179314118
0212F60312CB7BAE;47.5553555972;19.3179314118
21630007A3021;47.8631675635;17.2548128621
0112F603007A3021;47.8631675635;17.2548128621
21630007A04FC;47.7000033184;17.5222108474
0112F603007A04FC;47.7000033184;17.5222108474
2163010D7200A;46.8850673768;17.9747167949
0212F60310D7200A;46.8850673768;17.9747167949
21630002FBB91;46.6266260061;19.8549612431
0212F603002FBB91;46.6266260061;19.8549612431
21630001B957F;46.9735074535;18.1685969369
0212F603001B957F;46.9735074535;18.1685969369
21630113B2F84;46.7138609925;19.8375138153
0212F603113B2F84;46.7138609925;19.8375138153
1012F6100004C003;46.7138609925;19.8375138153
2163010E2020C;47.2460218386;19.3614494462
0212F60310E2020C;47.2460218386;19.3614494462
21630002FBAB6;46.9745338815;19.5859064713
0212F603002FBAB6;46.9745338815;19.5859064713
21630004F095C;46.4639331575;16.9822227148
0112F603004F095C;46.4639331575;16.9822227148
1012F6100010FA07;46.8165051499;17.9227500928
1012F6100004C001;46.7138609925;19.8375138153
21630007B3007;47.5103512308;18.6499698472
0112F603007B3007;47.5103512308;18.6499698472
21630008C92FE;46.2287636036;20.4814789861
0212F603008C92FE;46.2287636036;20.4814789861
1012F61000006901;46.6677224975;17.3283125314
2163010D83B08;46.9700455257;18.8938965237
0212F60310D83B08;46.9700455257;18.8938965237
216300029BAD7;47.1309865388;19.4559443655
0212F6030029BAD7;47.1309865388;19.4559443655
D1708;47.2362054038;18.6276411756
1012F603000D1708;47.2362054038;18.6276411756
21630107446AB;47.7537916408;20.4048206252
0212F603107446AB;47.7537916408;20.4048206252
8B801;47.2441068053;18.6487139382
1012F6030008B801;47.2441068053;18.6487139382
1012F61000177701;47.6092976874;19.3602898752
1012F61000079306;47.5948872905;18.3845036246
21630004F1DD4;46.4823133599;17.0803577802
0112F603004F1DD4;46.4823133599;17.0803577802
21630004D01B3;46.6995998826;17.4436923844
0112F603004D01B3;46.6995998826;17.4436923844
216300097B072;46.0339122493;18.2833326653
0212F6030097B072;46.0339122493;18.2833326653
21630007A07A6;47.8568604797;17.1755489915
0112F603007A07A6;47.8568604797;17.1755489915
21630005B25E8;47.3930079671;18.9845290159
0112F603005B25E8;47.3930079671;18.9845290159
216300029A0F3;47.0281047779;19.5604090951
0212F6030029A0F3;47.0281047779;19.5604090951
2163010D7CB72;46.9889168311;18.2530765354
0212F60310D7CB72;46.9889168311;18.2530765354
2163000840754;47.7433615184;21.3445812008
0112F60300840754;47.7433615184;21.3445812008
21630001894BB;46.8234659464;18.9144490613
0212F603001894BB;46.8234659464;18.9144490613
21630008200D4;47.6039272282;19.3289914316
0112F603008200D4;47.6039272282;19.3289914316
2163000420241;47.6688237268;21.4852519209
0112F60300420241;47.6688237268;21.4852519209
21630004FBB5B;46.5033831482;17.1533246419
0212F603004FBB5B;46.5033831482;17.1533246419
21630113BE5DA;46.6266260061;19.8549612431
0212F603113BE5DA;46.6266260061;19.8549612431
82502;47.9853015416;22.1468941339
1012F60300082502;47.9853015416;22.1468941339
21630001B0B73;46.9887153793;18.1691355583
0112F603001B0B73;46.9887153793;18.1691355583
2163010D8E471;46.1569340535;18.5867074884
0212F60310D8E471;46.1569340535;18.5867074884
95503;47.8603789877;21.0482713441
1012F60300095503;47.8603789877;21.0482713441
21630004D9FFD;46.7377148513;17.5430006586
0212F603004D9FFD;46.7377148513;17.5430006586
CEC01;47.7108866407;20.1847667191
1012F603000CEC01;47.7108866407;20.1847667191
21630001D8C82;47.1858580027;18.4672153497
0212F603001D8C82;47.1858580027;18.4672153497
2163000290770;47.1038869757;19.4816654087
0112F60300290770;47.1038869757;19.4816654087
21630004DA027;46.6979440388;17.3695887445
0212F603004DA027;46.6979440388;17.3695887445
216300082B97F;47.5553555972;19.3179314118
0212F6030082B97F;47.5553555972;19.3179314118
21630002F9B93;46.5424585702;19.8744724934
0212F603002F9B93;46.5424585702;19.8744724934
2163000410E57;48.0544649925;22.1979966143
0112F60300410E57;48.0544649925;22.1979966143
2163000220D75;47.4190589749;19.1578849447
0112F60300220D75;47.4190589749;19.1578849447
21630001B957B;46.9204881773;18.0814546863
0212F603001B957B;46.9204881773;18.0814546863
216300029939A;47.0281047779;19.5604090951
0212F6030029939A;47.0281047779;19.5604090951
1012F61000079907;47.6154074163;18.3395621954
216300082B864;47.6656121317;19.5391760597
0212F6030082B864;47.6656121317;19.5391760597
216300084A357;47.8603789877;21.0482713441
0212F6030084A357;47.8603789877;21.0482713441
2163010E2E5C6;47.1038869757;19.4816654087
0212F60310E2E5C6;47.1038869757;19.4816654087
21630001B90D9;46.9887153793;18.1691355583
0212F603001B90D9;46.9887153793;18.1691355583
41E03;47.1614856733;18.4389263261
1012F60300041E03;47.1614856733;18.4389263261
1012F61000076F08;47.6763226127;18.0341952315
216300029AA74;47.3122461622;19.2535158313
0212F6030029AA74;47.3122461622;19.2535158313
21630008C3725;46.3499360356;21.1177769885
0112F603008C3725;46.3499360356;21.1177769885
216300084A264;48.0331812109;20.8853893617
0212F6030084A264;48.0331812109;20.8853893617
21630007B0A56;47.5948872905;18.3845036246
0112F603007B0A56;47.5948872905;18.3845036246
2163000188ECD;46.9553832825;18.9241826007
0212F60300188ECD;46.9553832825;18.9241826007
2163012CB5443;47.6039272282;19.3289914316
0212F60312CB5443;47.6039272282;19.3289914316
1012F61000091709;46.8000994965;17.7859988512
2163000821135;47.7260260264;20.2746541553
0112F60300821135;47.7260260264;20.2746541553
45B01;47.6749461217;17.6931970519
1012F60300045B01;47.6749461217;17.6931970519
21630007BAC8C;47.5918730478;18.3673354317
0212F603007BAC8C;47.5918730478;18.3673354317
2163010E1026B;47.6698722734;19.6451058369
0212F60310E1026B;47.6698722734;19.6451058369
A5802;47.9840406537;20.9330582274
1012F603000A5802;47.9840406537;20.9330582274
21630001B9680;46.8850673768;17.9747167949
0212F603001B9680;46.8850673768;17.9747167949
1012F610000CAE02;46.8829293253;19.6486097576
21630007BAC8E;47.5918730478;18.3673354317
0212F603007BAC8E;47.5918730478;18.3673354317
1012F6100005EF07;47.2256150459;18.5485080933
D4703;47.7433615184;21.3445812008
1012F603000D4703;47.7433615184;21.3445812008
216300084A353;47.8603789877;21.0482713441
0212F6030084A353;47.8603789877;21.0482713441
CC901;46.7664997615;17.6191220317
1012F603000CC901;46.7664997615;17.6191220317
21630007B9AEC;47.5918730478;18.3673354317
0212F603007B9AEC;47.5918730478;18.3673354317
21630009A0832;46.2127158509;18.6926729133
0112F603009A0832;46.2127158509;18.6926729133
2163000299832;47.2731480706;19.3244043293
0212F60300299832;47.2731480706;19.3244043293
2163000799A2A;47.7189479012;16.6511031588
0212F60300799A2A;47.7189479012;16.6511031588
C9001;47.4017567758;18.8699582418
1012F603000C9001;47.4017567758;18.8699582418
216300097929A;46.0319635998;18.2216994928
0212F6030097929A;46.0319635998;18.2216994928
21630005B9E9B;47.3834610931;18.9654691981
0212F603005B9E9B;47.3834610931;18.9654691981
9EF06;46.9289009508;19.5983307562
1012F6030009EF06;46.9289009508;19.5983307562
2163010D8F355;46.9221406869;18.9867711451
0212F60310D8F355;46.9221406869;18.9867711451
2163012CBEB47;47.6081657697;19.3728520955
0212F60312CBEB47;47.6081657697;19.3728520955
2163010D83DF5;46.9297440757;18.9316352773
0212F60310D83DF5;46.9297440757;18.9316352773
216300018ABF3;47.2398528965;18.6729701958
0212F6030018ABF3;47.2398528965;18.6729701958
2163012CB5259;47.6213248495;19.3563963428
0212F60312CB5259;47.6213248495;19.3563963428
2163010D7E5D0;47.1030000535;18.3833111924
0212F60310D7E5D0;47.1030000535;18.3833111924
9F103;47.5989032045;19.1958116492
1012F6030009F103;47.5989032045;19.1958116492
21630009ABB36;46.6752639721;18.8132665674
0212F603009ABB36;46.6752639721;18.8132665674
216300082B863;47.6656121317;19.5391760597
0212F6030082B863;47.6656121317;19.5391760597
2163010102209;47.3930079671;18.9845290159
0212F60310102209;47.3930079671;18.9845290159
2163000301A33;47.5289801408;21.5711576671
0112F60300301A33;47.5289801408;21.5711576671
D4702;47.7433615184;21.3445812008
1012F603000D4702;47.7433615184;21.3445812008
216300097986B;45.9572277595;18.5252918126
0212F6030097986B;45.9572277595;18.5252918126
216300029A546;47.2460218386;19.3614494462
0212F6030029A546;47.2460218386;19.3614494462
216301204B1E6;47.5089444709;18.5038153815
0212F6031204B1E6;47.5089444709;18.5038153815
21630008F0274;46.1762960146;19.9770758154
0112F603008F0274;46.1762960146;19.9770758154
1012F6100009F307;46.8234659464;18.9144490613
21630001B90E0;46.9735074535;18.1685969369
0212F603001B90E0;46.9735074535;18.1685969369
216300018B101;47.3282324245;18.9183896609
0212F6030018B101;47.3282324245;18.9183896609
21630005B9F80;47.3679150783;18.9314002279
0212F603005B9F80;47.3679150783;18.9314002279
216300097A9AE;45.9572277595;18.5252918126
0212F6030097A9AE;45.9572277595;18.5252918126
21630008FB95E;46.1762960146;19.9770758154
0212F603008FB95E;46.1762960146;19.9770758154
21630007A2F44;48.0041534496;17.1874873921
0112F603007A2F44;48.0041534496;17.1874873921
BA204;47.6108790612;19.3330585625
1012F603000BA204;47.6108790612;19.3330585625
21630008FBB74;46.2863851687;20.0835562432
0212F603008FBB74;46.2863851687;20.0835562432
2163004B08DF9;47.4544691117;18.9449880023
0212F60304B08DF9;47.4544691117;18.9449880023
86701;48.0331812109;20.8853893617
1012F60300086701;48.0331812109;20.8853893617
2163000841993;47.8899743267;20.7801369608
0112F60300841993;47.8899743267;20.7801369608
21630009A057B;46.1472374357;18.6306530695
0112F603009A057B;46.1472374357;18.6306530695
2163010D893BF;47.1781745187;18.8217212978
0212F60310D893BF;47.1781745187;18.8217212978
21630004F1DD5;46.4823133599;17.0803577802
0112F603004F1DD5;46.4823133599;17.0803577802
21630001824CC;47.2441068053;18.6487139382
0112F603001824CC;47.2441068053;18.6487139382
2163010743400;48.0331812109;20.8853893617
0212F60310743400;48.0331812109;20.8853893617
2163000180B18;47.2979308455;18.6909662514
0112F60300180B18;47.2979308455;18.6909662514
43101;47.5903979524;18.3922186803
1012F60300043101;47.5903979524;18.3922186803
2163012CBEB49;47.6081657697;19.3728520955
0212F60312CBEB49;47.6081657697;19.3728520955
2163000841954;47.8893613609;20.9037684418
0112F60300841954;47.8893613609;20.9037684418
21630001BA0CB;46.9264579417;18.1122594527
0212F603001BA0CB;46.9264579417;18.1122594527
4DA06;46.7489333757;17.5572160897
1012F6030004DA06;46.7489333757;17.5572160897
1012F61000106306;47.3631172242;18.9369976208
2163000820018;47.7955983404;20.5648941955
0112F60300820018;47.7955983404;20.5648941955
216301074E2EB;47.7537916408;20.4048206252
0212F6031074E2EB;47.7537916408;20.4048206252
C6D07;47.5955608771;19.3804073721
1012F603000C6D07;47.5955608771;19.3804073721
1012F61000141508;47.3122487392;18.9039460329
1012F61000064308;47.6822453075;17.8192241762
21630001DAC0D;47.1614856733;18.4389263261
0212F603001DAC0D;47.1614856733;18.4389263261
21630009A8D3B;46.3453445236;18.7167423993
0212F603009A8D3B;46.3453445236;18.7167423993
45B03;47.6749461217;17.6931970519
1012F60300045B03;47.6749461217;17.6931970519
1012F61000088F06;47.4416695659;18.8897249484
21630008233B6;47.7016208807;20.4483876954
0112F603008233B6;47.7016208807;20.4483876954
21630007BB45E;47.6429100608;18.3145037712
0212F603007BB45E;47.6429100608;18.3145037712
21630008F8A0A;46.2746689252;20.1428842511
0212F603008F8A0A;46.2746689252;20.1428842511
21630009ABB35;46.6752639721;18.8132665674
0212F603009ABB35;46.6752639721;18.8132665674
216300084A261;48.0331812109;20.8853893617
0212F6030084A261;48.0331812109;20.8853893617
21630001DAA7B;47.2088370435;18.4934590317
0212F603001DAA7B;47.2088370435;18.4934590317
21630113B07CA;46.7138609925;19.8375138153
0212F603113B07CA;46.7138609925;19.8375138153
94A02;47.4131138175;19.1664463472
1012F60300094A02;47.4131138175;19.1664463472
21630001B98B8;46.9264579417;18.1122594527
0212F603001B98B8;46.9264579417;18.1122594527
21630004F1DD6;46.4823133599;17.0803577802
0112F603004F1DD6;46.4823133599;17.0803577802
2163000290772;47.1038869757;19.4816654087
0112F60300290772;47.1038869757;19.4816654087
21630004FA4DE;46.4709216457;16.8847882948
0212F603004FA4DE;46.4709216457;16.8847882948
1012F6100005F707;46.8250340213;18.8155852441
1012F6100005DD06;47.5103512308;18.6499698472
2163010E1026F;47.6698722734;19.6451058369
0212F60310E1026F;47.6698722734;19.6451058369
21630001B0666;46.8927067518;18.0573228144
0112F603001B0666;46.8927067518;18.0573228144
21630008433BE;47.8603789877;21.0482713441
0112F603008433BE;47.8603789877;21.0482713441
216300018A469;46.8887904535;18.9561309492
0212F6030018A469;46.8887904535;18.9561309492
21630001B0A58;46.9887153793;18.1691355583
0112F603001B0A58;46.9887153793;18.1691355583
21630007B958F;47.5839443623;18.3994247185
0212F603007B958F;47.5839443623;18.3994247185
21630007B9AED;47.5918730478;18.3673354317
0212F603007B9AED;47.5918730478;18.3673354317
2163010E1ED52;47.6652904071;19.6730423314
0212F60310E1ED52;47.6652904071;19.6730423314
2163010D730CC;46.7664997615;17.6191220317
0212F60310D730CC;46.7664997615;17.6191220317
A5006;46.2287636036;20.4814789861
1012F603000A5006;46.2287636036;20.4814789861
21630001B8A5D;46.9003139596;18.0424944733
0212F603001B8A5D;46.9003139596;18.0424944733
4B104;46.6979440388;17.3695887445
1012F6030004B104;46.6979440388;17.3695887445
1012F61000100B01;47.5912379936;19.2453181571
2163000973B2A;46.0339122493;18.2833326653
0112F60300973B2A;46.0339122493;18.2833326653
216301204458B;47.6822453075;17.8192241762
0212F6031204458B;47.6822453075;17.8192241762
1012F6100005DD08;47.5103512308;18.6499698472
2163000979792;46.0339122493;18.2833326653
0212F60300979792;46.0339122493;18.2833326653
216300097A9AF;45.9572277595;18.5252918126
0212F6030097A9AF;45.9572277595;18.5252918126
21630007BAD5D;47.5903979524;18.3922186803
0212F603007BAD5D;47.5903979524;18.3922186803
21630001B96B7;46.9735074535;18.1685969369
0212F603001B96B7;46.9735074535;18.1685969369
